,Business Name,Address,City,State,Membership/Store Number,Tire Brands Carried,Sales Group,Cooper Region,Date Registered,User Status,Points Earned,Courses Complete,Generated Key,Edit Distance,IsMatch,Activity Score,Heirarchy
4811,Hancock County Coop Oil,615 W Hwy 18,Garner,Iowa,293120,Cooper,Mid West Territory 08,Midwest,01/25/2017,Enabled,0.0,0,hancockc615whwy1garner,0,Dupe,No Activity,G
4813,Hancock County Coop Oil,615 W Hwy 18,Garner,Iowa,293120,Cooper,Mid West Territory 08,Midwest,01/26/2017,Enabled,5.0,3,hancockc615whwy1garner,17,NotDupe,Low,G
2381,HANSENS AUTO CARE,415 W JOHNSON,FOND DU LAC,Wisconsin,921456,Cooper,Mid West Territory 05,Midwest,09/05/2015,Enabled,47.0,4,hansensa415wjohnfonddula,19,NotDupe,Low,Unique
3295,Haralson Tire Company,955 North Main St,Taylor,Arizona,,Both,Western Territory 03,Western,01/21/2016,Enabled,84.0,19,haralson955northtaylor,0,Dupe,High,G
3297,Haralson Tire Company,955 North Main St,Taylor,Arizona,,Both,Western Territory 03,Western,01/21/2016,Enabled,5.0,3,haralson955northtaylor,15,NotDupe,Low,G
2480,Harold's Auto Parts,,,,,,,,,,,0,haroldsanannan,18,NotDupe,No Activity,Unique
308,Harrell's Auto Service,1128 Gillespie St,Fayetteville,North Carolina,383851,Both,South Atlantic Territory 03,South Atlantic,10/06/2014,Enabled,4.0,1,harrells1128gillfayettev,0,Dupe,Low,G
312,Harrell's Auto Service,1128 Gillespie St,FAYETTEVILLE,North Carolina,,Both,South Atlantic Territory 03,South Atlantic,10/07/2014,Enabled,135.0,8,harrells1128gillfayettev,0,Dupe,Medium,G
5693,Harrell's Automotive,1128 Gillespie St.,Fayetteville,North Carolina,1806168,Cooper,South Atlantic Territory 03,South Atlantic,09/01/2017,Enabled,0.0,0,harrells1128gillfayettev,0,Dupe,No Activity,G
313,Harrell's Auto Service,1128 Gillespie St,Fayetteville,North Carolina,,Cooper,South Atlantic Territory 03,South Atlantic,10/07/2014,Enabled,736.0,51,harrells1128gillfayettev,14,NotDupe,High,G
5695,Harrell's Automotive,4449 BUFFALO LAKE RD,CAMERON,North Carolina,1806168,Cooper,South Atlantic Territory 02,South Atlantic,09/01/2017,Enabled,5.0,2,harrells4449buffcameron,0,Dupe,Low,G
5694,Harrell's Automotive,4449 Buffalo Lake Rd.,Cameron,North Carolina,1806168,Cooper,South Atlantic Territory 02,South Atlantic,09/01/2017,Enabled,0.0,0,harrells4449buffcameron,0,Dupe,No Activity,G
3681,Harrell's Auto Service,4449 Buffalo Lake Rd,Cameron,North Carolina,383851,Cooper,South Atlantic Territory 02,South Atlantic,03/18/2016,Enabled,25.0,3,harrells4449buffcameron,0,Dupe,Low,G
310,Harrell's Auto Service,4449 Buffalo Lake Rd,Cameron,North Carolina,,Both,South Atlantic Territory 02,South Atlantic,10/06/2014,Enabled,5.0,2,harrells4449buffcameron,0,Dupe,Low,G
309,Harrell's Auto Service,4449 Buffalo Lake Rd,Cameron,North Carolina,,Both,South Atlantic Territory 02,South Atlantic,10/06/2014,Enabled,5.0,2,harrells4449buffcameron,13,NotDupe,Low,G
351,Harrell's Auto Service,8038 Raeford Rd,Fayetteville,North Carolina,383851,Both,South Atlantic Territory 03,South Atlantic,10/22/2014,Enabled,92.0,9,harrells8038raeffayettev,18,NotDupe,Medium,Unique
5628,harris auto,336 west main st (rear),loudonville,Ohio,,Cooper,Mid West Territory 04,Midwest,08/22/2017,Enabled,87.0,24,harrisau336westmloudonvi,4,NotDupe,High,Unique
5503,Harris Automotive,336 W Main St Rear,Loudonville,Ohio,1812997,Cooper,Mid West Territory 04,Midwest,07/25/2017,Enabled,0.0,0,harrisau336wmainloudonvi,0,Dupe,No Activity,G
5071,Harris Automotive,336 W Main St Rear,Loudonville,Ohio,1812997,Cooper,Mid West Territory 04,Midwest,03/24/2017,Enabled,0.0,0,harrisau336wmainloudonvi,16,NotDupe,No Activity,G
612,Harris Tire Co.,1100 South Brundidge St.,troy,Alabama,,Cooper,South Central Territory 03,South Central,01/26/2015,Enabled,1434.0,76,harristi1100souttroy,0,Dupe,High,G
915,Harris Tire Co.,1100 South Brundidge St.,Troy,Alabama,,Cooper,South Central Territory 03,South Central,02/11/2015,Enabled,25.0,4,harristi1100souttroy,0,Dupe,Low,G
611,Harris Tire Co.,1100 South Brundidge St.,Troy,Alabama,,Cooper,South Central Territory 03,South Central,01/26/2015,Enabled,1290.0,75,harristi1100souttroy,0,Dupe,High,G
641,Harris Tire Co.,1100 South Brundidge St.,Troy,Alabama,,Cooper,South Central Territory 03,South Central,01/28/2015,Enabled,1095.0,75,harristi1100souttroy,0,Dupe,High,G
650,Harris Tire Co.,1100 South Brundidge St.,Troy,Alabama,,Cooper,South Central Territory 03,South Central,01/29/2015,Enabled,279.0,26,harristi1100souttroy,12,NotDupe,High,G
651,Harris Tire Co.,120 RACHEL DRIVE,ENTERPRISE,Alabama,,Cooper,South Central Territory 03,South Central,01/29/2015,Enabled,249.0,25,harristi120racheenterpri,15,NotDupe,High,Unique
722,Harris Tire Co.,3301 Wood Park Blvd Suite M,Charlotte,North Carolina,,Cooper,South Atlantic Territory 03,South Atlantic,02/03/2015,Enabled,279.0,27,harristi3301woodcharlott,0,Dupe,High,G
707,Harris Tire Co.,3301 Wood Park Blvd Suite M,Charlotte,North Carolina,,Cooper,South Atlantic Territory 03,South Atlantic,02/02/2015,Enabled,185.0,13,harristi3301woodcharlott,0,Dupe,High,G
658,Harris Tire Co.,3301 Wood Park Blvd Suite M,Charlotte,North Carolina,,Cooper,South Atlantic Territory 03,South Atlantic,01/29/2015,Enabled,349.0,28,harristi3301woodcharlott,13,NotDupe,High,G
1214,Harris Tire Co.,405 Great SW PKWY,Atlanta,Georgia,,Cooper,South Atlantic Territory 05,South Atlantic,03/10/2015,Enabled,4.0,1,harristi405greatatlanta,13,NotDupe,Low,Unique
959,Harris Tire Co.,4355 Industrial Dr.,jackson,Mississippi,,Cooper,South Central Territory 03,South Central,02/13/2015,Enabled,249.0,25,harristi4355indujackson,7,NotDupe,High,Unique
960,Harris Tire Co.,4355 Industrial Dr.,Pearl,Mississippi,,Cooper,South Central Territory 03,South Central,02/13/2015,Enabled,396.0,30,harristi4355indupearl,11,NotDupe,High,Unique
652,Harris Tire Co.,5995 SW 6TH PLACE,OCALA,Florida,,Cooper,South Atlantic Territory 06,South Atlantic,01/29/2015,Enabled,259.0,26,harristi5995sw6tocala,0,Dupe,High,G
653,Harris Tire Co.,5995 SW 6TH PLACE,Ocala,Florida,,Cooper,South Atlantic Territory 06,South Atlantic,01/29/2015,Enabled,1058.0,56,harristi5995sw6tocala,16,NotDupe,High,G
223,Harriston Motors,235 Elora St Box 429,Harriston,Ontario,403059,Cooper,,,08/19/2014,Enabled,135.0,8,harristo235eloraharristo,16,NotDupe,Medium,Unique
3203,HARRYS TIRE SERVICE,1604 20TH AVE SE,MINOT,North Dakota,949667,Cooper,Mid West Territory 08,Midwest,01/08/2016,Enabled,5.0,2,harrysti160420thminot,0,Dupe,Low,G
3202,HARRYS TIRE SERVICE,1604 20TH AVE SE,Minot,North Dakota,949667,Cooper,Mid West Territory 08,Midwest,01/08/2016,Enabled,5.0,2,harrysti160420thminot,12,NotDupe,Low,G
5667,Harry's Tire,,,,,,,,,,,0,harrystinannan,18,NotDupe,No Activity,Unique
5539,Hartland Auto,1067 W.McPherson Hwy,Clyde,Ohio,1795133,Mastercraft,Mid West Territory 04,Midwest,08/04/2017,Enabled,35.0,2,hartland1067wmcpclyde,18,NotDupe,Low,Unique
2609,HARVARD QUIK LUBE,360 S. Division St.,Harvard,Illinois,500259,Mastercraft,Mid West Territory 05,Midwest,10/07/2015,Enabled,25.0,3,harvardq360sdiviharvard,19,NotDupe,Low,Unique
2830,Hattiesburg Cars,1620 West Pine St,Hattiesburg,Mississippi,747092,Mastercraft,South Central Territory 01,South Central,11/06/2015,Enabled,1030.0,55,hattiesb1620westhattiesb,17,NotDupe,High,Unique
4968,HAWAII TIRE CO. LLC,170 WIWOOLE ST,HILO,Hawaii,,Cooper,Western Territory 04,Western,03/01/2017,Enabled,0.0,0,hawaiiti170wiwoohilo,0,Dupe,No Activity,G
4839,Hawaii Tire Co.,170 Wiwoole St,Hilo,Hawaii,,Cooper,Western Territory 04,Western,02/03/2017,Enabled,5.0,2,hawaiiti170wiwoohilo,0,Dupe,Low,G
4452,HAWAII TIRE CO. LLC,170 Wiwoole Street,Hilo,Hawaii,,Cooper,Western Territory 04,Western,10/19/2016,Enabled,4.0,1,hawaiiti170wiwoohilo,13,NotDupe,Low,G
4852,HAWAII TIRE COMPANY,67-1185 MAMALAHOA HWY,KAMUELA,Hawaii,,Cooper,Western Territory 04,Western,02/03/2017,Enabled,5.0,2,hawaiiti671185makamuela,19,NotDupe,Low,Unique
1879,Hawkeye Automotive,909 S Rand Rd,Lake Zurich,Illinois,294149,Cooper,Mid West Territory 05,Midwest,05/13/2015,Enabled,726.0,42,hawkeyea909srandlakezuri,20,NotDupe,High,Unique
2765,hayfork tire,6681 hwy 3,hayfork,California,730946,Cooper,Western Territory 07,Western,10/26/2015,Enabled,105.0,7,hayforkt6681hwy3hayfork,21,NotDupe,Medium,Unique
2400,Heartland Tire & Auto Center,3455 N Ankeny Blvd,Ankeny,Iowa,119588772153,Cooper,Mid West Territory 08,Midwest,09/08/2015,Enabled,135.0,7,heartlan3455nankankeny,17,NotDupe,Medium,Unique
2107,HEATON TIRE AND WHEEL,1265 W 500 S,VERNAL,Utah,84656,Cooper,Western Territory 01,Western,07/14/2015,Enabled,2318.0,76,heatonti1265w500vernal,0,Dupe,High,G
4257,heaton tire and wheel,1265 w 500 s,vernal,Utah,84656,Cooper,Western Territory 01,Western,08/18/2016,Enabled,5.0,3,heatonti1265w500vernal,17,NotDupe,Low,G
4315,Hegemier Tire Service,120 S Walnut St,Van Wert,Ohio,823063,Mastercraft,Mid West Territory 04,Midwest,09/07/2016,Enabled,25.0,3,hegemier120swalnvanwert,16,NotDupe,Low,Unique
4254,Heinold & Feller Tire Company,1707 E LINCOLNWAY,VALPARAISO,Indiana,125479,Cooper,Mid West Territory 05,Midwest,08/18/2016,Enabled,1031.0,75,heinoldf1707elinvalparai,0,Dupe,High,G
4808,HEINOLD & FELLER TIRE COMPANY & LAWN  EQUIPMENT,1707 E LINCOLNWAY,VALPARAISO,Indiana,125479,Cooper,Mid West Territory 05,Midwest,01/25/2017,Enabled,5.0,3,heinoldf1707elinvalparai,0,Dupe,Low,G
4500,Heinold & Feller Tire Company,1707 E LINCOLNWAY,VALPARAISO,Indiana,125479,Cooper,Mid West Territory 05,Midwest,11/07/2016,Enabled,5.0,3,heinoldf1707elinvalparai,0,Dupe,Low,G
5098,HEINOLD & FELLER TIRE COMPANY & LAWN  EQUIPMENT,1707 E LINCOLNWAY,VALPARAISO,Indiana,1803208,Cooper,Mid West Territory 05,Midwest,03/30/2017,Enabled,0.0,0,heinoldf1707elinvalparai,0,Dupe,No Activity,G
4980,HEINOLD & FELLER TIRE COMPANY & LAWN  EQUIPMENT,1707 E LINCOLNWAY,VALPARAISO,Indiana,1803208,Cooper,Mid West Territory 05,Midwest,03/06/2017,Enabled,425.0,15,heinoldf1707elinvalparai,18,NotDupe,High,G
984,HEMAT INC,1170 MITCHELL BRIDGE ROAD,ATHENS,Georgia,533057,Cooper,South Atlantic Territory 05,South Atlantic,02/16/2015,Enabled,4.0,1,hematinc1170mitcathens,20,NotDupe,Low,Unique
5578,Henry J Finck Inc,23022 US HWY 6 and 19,Cambridge Springs,Pennsylvania,1806257,Cooper,Eastern Territory 06,Eastern,08/10/2017,Enabled,395.0,23,henryjfi23022ushcambridg,20,NotDupe,High,Unique
5355,Hercules Tire Sales,10130 E 51st St,Tulsa,Oklahoma,105,Cooper,South Central Territory 02,South Central,06/16/2017,Enabled,165.0,10,hercules10130e51tulsa,14,NotDupe,Medium,Unique
5358,Hercules Tire and Auto Repair,805 West Kenosha,Broken Arrow,Oklahoma,,Both,South Central Territory 02,South Central,06/16/2017,Enabled,0.0,0,hercules805westkbrokenar,4,NotDupe,No Activity,Unique
5348,hercules tire sales inc,805 w kenosha,broken arrow,Oklahoma,,Both,South Central Territory 02,South Central,06/14/2017,Enabled,5.0,3,hercules805wkenobrokenar,16,NotDupe,Low,Unique
3770,herold family auto & tire,400 west smith road,medina,Ohio,934428,Mastercraft,Eastern Territory 06,Eastern,04/07/2016,Enabled,25.0,3,heroldfa400westsmedina,18,NotDupe,Low,Unique
2514,Herritage Automotive,211 s. Herritage st.,Kinston,North Carolina,76641,Cooper,South Atlantic Territory 02,South Atlantic,09/29/2015,Enabled,4.0,1,herritag211sherrkinston,17,NotDupe,Low,Unique
3603,Hershey Tire and Auto,624 N Augusta st,Staunton,Virginia,,Cooper,South Atlantic Territory 02,South Atlantic,03/10/2016,Enabled,4.0,2,hersheyt624naugustaunton,0,Dupe,Low,G
3605,Hershey Tire and Auto,624 N AUGUSTA ST,STAUNTON,Virginia,,Cooper,South Atlantic Territory 02,South Atlantic,03/10/2016,Enabled,45.0,4,hersheyt624naugustaunton,0,Dupe,Low,G
3602,Hershey Tire and Auto,624 N. Augusta St,Staunton,Virginia,,Cooper,South Atlantic Territory 02,South Atlantic,03/10/2016,Enabled,5.0,3,hersheyt624naugustaunton,16,NotDupe,Low,G
1591,Hester's Tire & Auto Service,,,,,,,,,,,0,hesterstnannan,18,NotDupe,No Activity,Unique
3761,Heubner Tires & Automotive Center,14119 State Highway 97,PETERSBURG,Illinois,161114,Cooper,Mid West Territory 07,Midwest,04/05/2016,Enabled,66.0,17,heubnert14119stapetersbu,20,NotDupe,High,Unique
3930,Hibshman's Auto Service,4630 Division Hwy.,East Earl,Pennsylvania,626470,Mastercraft,Eastern Territory 06,Eastern,05/16/2016,Enabled,25.0,3,hibshman4630divieastearl,17,NotDupe,Low,Unique
274,Highland Chevrolet Buick GMC Cadillac Ltd.,15783 Yonge Street,Aurora,Ontario,349149,Cooper,,,09/22/2014,Enabled,461.0,30,highland15783yonaurora,16,NotDupe,High,Unique
1231,HIGH Q AUTO CARE,RT 28 BOX 108,FORT ASHBY,West Virginia,521548,Both,South Atlantic Territory 04,South Atlantic,03/11/2015,Enabled,414.0,33,highqautrt28box1fortashb,17,NotDupe,High,Unique
2015,HIGHWAY 60 TIRE & SERVICE,64445 US HWY 60,PONCA CITY,Oklahoma,,Both,South Central Territory 02,South Central,06/15/2015,Enabled,355.0,17,highway664445ushponcacit,19,NotDupe,High,Unique
3960,HillmanAutomotive,,,,,,,,,,,0,hillmananannan,0,Dupe,No Activity,G
3959,HillmanAutomotive,,,,,,,,,,,0,hillmananannan,18,NotDupe,No Activity,G
2464,Hilltop Services Inc,1410 North Main Street,West Bend,Wisconsin,194441,Cooper,Mid West Territory 05,Midwest,09/22/2015,Enabled,271.0,14,hilltops1410nortwestbend,21,NotDupe,High,Unique
4407,Himes Tires,1303 Blair st,Hollidaysburg,Pennsylvania,245039HIMAUT,Cooper,Eastern Territory 06,Eastern,10/06/2016,Enabled,127.0,19,himestir1303blaiholliday,17,NotDupe,High,Unique
2070,HINES AUTOCARE & REPAIR INC,501 4TH AVE,ALTOONA,Pennsylvania,87892,Cooper,Eastern Territory 06,Eastern,07/08/2015,Enabled,1488.0,76,hinesaut5014thavaltoona,18,NotDupe,High,Unique
916,Hiway Tire Factory,1175 SE 1st Ave.,Canby,Oregon,,Cooper,Western Territory 05,Western,02/11/2015,Enabled,1040.0,71,hiwaytir1175se1scanby,19,NotDupe,High,Unique
5308,H & J Auto Repair LLC,406 W High Street,milton,Wisconsin,1921233,Cooper,Mid West Territory 05,Midwest,06/06/2017,Enabled,4.0,2,hjautore406whighmilton,19,NotDupe,Low,Unique
519,H&M Tire,351 Steubenville Rd,Carrollton,Ohio,911278,Both,Eastern Territory 06,Eastern,12/28/2014,Enabled,4.0,3,hmtire351steubcarrollt,18,NotDupe,Low,Unique
2341,Hogan Tire Company,135 Bangor Street,Houlton,Maine,4803834245,Mastercraft,Eastern Territory 01,Eastern,08/27/2015,Enabled,2.0,1,hogantir135bangohoulton,17,NotDupe,Low,Unique
3488,Hollis Tire Co.,,,,,,,,,,,0,hollistinannan,15,NotDupe,No Activity,Unique
2413,Holmes Tire LLC,401 S. Main St.,Mount Vernon,Ohio,889156,Mastercraft,Mid West Territory 04,Midwest,09/10/2015,Enabled,5.0,2,holmesti401smainmountver,15,NotDupe,Low,Unique
2037,Holton Tire & Service,400 Vermont,Holton,Kansas,1,Both,Mid West Territory 07,Midwest,06/25/2015,Enabled,4.0,1,holtonti400vermoholton,18,NotDupe,Low,Unique
2066,HOMERS PARTS AND ACCESSORIES,9301 Rich Patch Rd,Covington,Virginia,6319,Both,South Atlantic Territory 02,South Atlantic,07/07/2015,Enabled,45.0,5,homerspa9301richcovingto,15,NotDupe,Low,Unique
985,HOMETOWN TIRE PROS,1021 Mechem Dr,RUIDOSO,New Mexico,925114,Cooper,Western Territory 03,Western,02/16/2015,Enabled,835.0,64,hometown1021mechruidoso,0,Dupe,High,G
563,HOMETOWN TIRE PROS,1021 Mechem Dr,RUIDOSO,New Mexico,925114,Cooper,Western Territory 03,Western,01/17/2015,Enabled,205.0,15,hometown1021mechruidoso,0,Dupe,High,G
667,HOMETOWN TIRE PROS,1021 Mechem Dr,RUIDOSO,New Mexico,925114,Cooper,Western Territory 03,Western,01/30/2015,Enabled,165.0,9,hometown1021mechruidoso,0,Dupe,Medium,G
935,HOMETOWN TIRE PROS,1021 Mechem Dr,RUIDOSO,New Mexico,925114,Cooper,Western Territory 03,Western,02/12/2015,Enabled,349.0,27,hometown1021mechruidoso,14,NotDupe,High,G
5161,Hometowne Auto Repair,15698 Jefferson Davis Highway,Woodbridge,Virginia,833020,Cooper,South Atlantic Territory 04,South Atlantic,04/26/2017,Enabled,0.0,0,hometown15698jefwoodbrid,0,Dupe,No Activity,G
5491,Hometowne Auto Repair and Tire,15698 Jefferson davis Highway,Woodbridge,Virginia,833020,Cooper,South Atlantic Territory 04,South Atlantic,07/20/2017,Enabled,0.0,0,hometown15698jefwoodbrid,0,Dupe,No Activity,G
2063,Hometowne Auto Repair and Tire,15698 Jefferson Davis Highway,Woodbridge,Virginia,833020,Cooper,South Atlantic Territory 04,South Atlantic,07/06/2015,Enabled,739.0,43,hometown15698jefwoodbrid,0,Dupe,High,G
445,Hometowne Auto Repair and Tire,15698 Jefferson Davis Highway,Woodbridge,Virginia,833020,Cooper,South Atlantic Territory 04,South Atlantic,11/29/2014,Enabled,325.0,16,hometown15698jefwoodbrid,0,Dupe,High,G
4885,Hometowne Auto Repair and Tire,15698 Jefferson davis Highway,Woodbridge,Virginia,833020,Cooper,South Atlantic Territory 04,South Atlantic,02/08/2017,Enabled,0.0,0,hometown15698jefwoodbrid,0,Dupe,No Activity,G
2294,Hometowne Auto Repair and Tire,15698 Jefferson Davis Highway,Woodbridge,Virginia,833020,Cooper,South Atlantic Territory 04,South Atlantic,08/19/2015,Enabled,1302.0,79,hometown15698jefwoodbrid,0,Dupe,High,G
544,Hometowne Auto Repair and Tire,15698 Jefferson Davis Highway,Woodbridge,Virginia,833020,Cooper,South Atlantic Territory 04,South Atlantic,01/09/2015,Enabled,5.0,2,hometown15698jefwoodbrid,0,Dupe,Low,G
543,Hometowne Auto Repair and Tire,15698 Jefferson Davis Highway,Woodbridge,Virginia,833020,Cooper,South Atlantic Territory 04,South Atlantic,01/09/2015,Enabled,39.0,10,hometown15698jefwoodbrid,0,Dupe,Medium,G
514,Hometowne Auto Repair and Tire,15698 Jefferson Davis Highway,Woodbridge,Virginia,833020,Cooper,South Atlantic Territory 04,South Atlantic,12/24/2014,Enabled,950.0,59,hometown15698jefwoodbrid,0,Dupe,High,G
513,Hometowne Auto Repair and Tire,15698 Jefferson Davis Highway,Woodbridge,Virginia,833020,Cooper,South Atlantic Territory 04,South Atlantic,12/24/2014,Enabled,1160.0,72,hometown15698jefwoodbrid,0,Dupe,High,G
3206,Hometowne Auto Repair and tire,15698 Jefferson Davis Highway,Woodbridge,Virginia,833020,Cooper,South Atlantic Territory 04,South Atlantic,01/08/2016,Enabled,1155.0,79,hometown15698jefwoodbrid,21,NotDupe,High,G
556,Hornsby Tire,1227 4th Ave North,Birmingham,Alabama,229769,Cooper,South Central Territory 03,South Central,01/15/2015,Enabled,25.0,3,hornsbyt12274thabirmingh,12,NotDupe,Low,Unique
555,Hornsby Tire,322 South Alice Street,Dothan,Alabama,229769,Cooper,South Central Territory 03,South Central,01/15/2015,Enabled,5.0,3,hornsbyt322southdothan,14,NotDupe,Low,Unique
97,Hornsby Tire,3300 JEFFERSON AVENUE,NEWPORT NEWS,Virginia,418546,Cooper,South Atlantic Territory 02,South Atlantic,07/02/2014,Enabled,55.0,5,hornsbyt3300jeffnewportn,13,NotDupe,Low,Unique
4242,Hornsby Tire,5235 Kooiman Rod,Theodore,Alabama,229769,Cooper,South Central Territory 03,South Central,08/11/2016,Enabled,105.0,6,hornsbyt5235kooitheodore,19,NotDupe,Medium,Unique
157,Hostetler Tire & Auto Sales Inc.,45W US 20,LaGrange,Indiana,165493,Cooper,Mid West Territory 04,Midwest,07/21/2014,Enabled,1328.0,80,hostetle45wus20lagrange,0,Dupe,High,G
2375,Hostetler Tire & Auto Sales Inc.,45W US 20,LaGrange,Indiana,165493,Both,Mid West Territory 04,Midwest,09/03/2015,Enabled,188.0,13,hostetle45wus20lagrange,0,Dupe,High,G
2368,Hostetler Tire & Auto Sales Inc.,45W US 20,Lagrange,Indiana,165493,Both,Mid West Territory 04,Midwest,09/02/2015,Enabled,1651.0,89,hostetle45wus20lagrange,17,NotDupe,High,G
3056,Howard DeCors,845 Edgewood Drive,Lexington,Kentucky,,Both,South Central Territory 05,South Central,12/12/2015,Enabled,838.0,63,howardde845edgewlexingto,22,NotDupe,High,Unique
132,HP Tire and Muffler LLC,100 w Main,cole camp,Missouri,474816,Cooper,Mid West Territory 07,Midwest,07/14/2014,Enabled,563.0,54,hptirean100wmaincolecamp,19,NotDupe,High,Unique
3942,HUBBARDS TIRE AND LUBE,10579 HIGHWAY 431 S,NEW HOPE AL,Alabama,41093,Cooper,South Central Territory 03,South Central,05/18/2016,Enabled,4.0,1,hubbards10579hignewhopea,19,NotDupe,Low,Unique
93,Hub Tire Center,819 N. US 27,Saint Johns,Michigan,908708,Cooper,Mid West Territory 03,Midwest,07/02/2014,Enabled,5.0,3,hubtirec819nus27saintjoh,5,NotDupe,Low,Unique
3321,Hub Tire Center,819 N US 27,St. Johns,Michigan,908708,Cooper,Mid West Territory 03,Midwest,01/25/2016,Enabled,5.0,3,hubtirec819nus27stjohns,20,NotDupe,Low,Unique
3574,Hudson Tire & Battery,1009 N Main,Harrison,Arkansas,,Cooper,South Central Territory 02,South Central,03/04/2016,Enabled,25.0,3,hudsonti1009nmaiharrison,16,NotDupe,Low,Unique
5010,HUMBLE TIRE CENTER,1601 WEST MARKET ST,JOHNSON CITY,Tennessee,1806423,Cooper,South Atlantic Territory 02,South Atlantic,03/13/2017,Enabled,95.0,5,humbleti1601westjohnsonc,20,NotDupe,Low,Unique
3528,Hunter Lake Tire,81 hunter lake rd,upper golden grove,New Brunswick,208291,Cooper,,,02/25/2016,Enabled,127.0,8,hunterla81hunteruppergol,0,Dupe,Medium,G
3530,Hunter Lake Tire,81 hunter lake rd,upper golden grove,New Brunswick,208291,Cooper,,,02/25/2016,Enabled,234.0,20,hunterla81hunteruppergol,17,NotDupe,High,G
1944,I90 Enterprises LLC,400 E State Rd 59,Edgerton,Wisconsin,416431,Both,Mid West Territory 05,Midwest,05/26/2015,Enabled,185.0,10,i90enter400estatedgerton,0,Dupe,Medium,G
4367,i90 Enterprises,400 E. State Road 59,Edgerton,Wisconsin,416431,Mastercraft,Mid West Territory 05,Midwest,09/21/2016,Enabled,105.0,7,i90enter400estatedgerton,0,Dupe,Medium,G
2427,I90 Enterprises LLC,400 E State Rd 59,Edgerton,Wisconsin,416431,Both,Mid West Territory 05,Midwest,09/15/2015,Enabled,225.0,10,i90enter400estatedgerton,0,Dupe,Medium,G
3390,I90 Enterprises LLC,400 E State Rd 59,Edgerton,Wisconsin,,Mastercraft,Mid West Territory 05,Midwest,02/01/2016,Enabled,582.0,42,i90enter400estatedgerton,18,NotDupe,High,G
2904,IC Tire and Lube,104 S. Idaho St.,Arco,Idaho,,Mastercraft,Western Territory 06,Western,11/19/2015,Enabled,886.0,51,ictirean104sidaharco,0,Dupe,High,G
3058,IC Tire and Lube,104 S. Idaho St.,Arco,Idaho,409125677599,Mastercraft,Western Territory 06,Western,12/12/2015,Enabled,85.0,5,ictirean104sidaharco,0,Dupe,Low,G
3025,IC Tire and Lube,104 S. Idaho St.,Arco,Idaho,409125677599,Mastercraft,Western Territory 06,Western,12/09/2015,Enabled,585.0,19,ictirean104sidaharco,17,NotDupe,High,G
3697,Indy Tire,9302 E 30th Street,Indianapolis,Indiana,687063,Mastercraft,Mid West Territory 06,Midwest,03/22/2016,Enabled,71.0,8,indytire9302e30tindianap,18,NotDupe,Medium,Unique
1288,Integra Tire Auto Center,209 - 59TH STREET,EDSON,Alberta,399901,Cooper,,,03/19/2015,Enabled,25.0,3,integrat20959thsedson,11,NotDupe,Low,Unique
1820,Integra Tire Auto Center,2160 Enterprise Way,Kelowna,British Columbia,788723,Cooper,,,05/06/2015,Enabled,5.0,2,integrat2160entekelowna,14,NotDupe,Low,Unique
5351,Integrity Tire,11974 Willow Grove Road,Camden,Delaware,1810426,Cooper,South Atlantic Territory 04,South Atlantic,06/15/2017,Enabled,5.0,2,integrit11974wilcamden,0,Dupe,Low,G
234,Integrity Tire,11974 Willow Grove Road,Camden,Delaware,722020,Cooper,South Atlantic Territory 04,South Atlantic,08/26/2014,Enabled,20.0,3,integrit11974wilcamden,5,NotDupe,Low,G
5083,Integrity Tire,11974 Willow Grove Road,Dover,Delaware,1810426,Cooper,South Atlantic Territory 04,South Atlantic,03/29/2017,Enabled,225.0,11,integrit11974wildover,17,NotDupe,High,Unique
4114,International Tire center,707 w. baseline,san bernardino,California,601610,Mastercraft,Western Territory 02,Western,07/12/2016,Enabled,173.0,12,internat707wbasesanberna,0,Dupe,High,G
238,International Tire Center,707 W. Baseline,san bernardino,California,,Cooper,Western Territory 02,Western,08/28/2014,Enabled,5.0,3,internat707wbasesanberna,16,NotDupe,Low,G
2665,Interstate Tire Distributor,2242 Crestline Loop,North Las Vegas,Nevada,,Mastercraft,Western Territory 04,Western,10/13/2015,Enabled,5.0,3,intersta2242cresnorthlas,0,Dupe,Low,G
2667,Interstate Tire Distributor,2242 Crestline Loop,North Las Vegas,Nevada,,Mastercraft,Western Territory 04,Western,10/13/2015,Enabled,4.0,2,intersta2242cresnorthlas,12,NotDupe,Low,G
1182,Interstate Tire Distributor,2608 West Bridger Road,Salt Lake City,Utah,201549,Mastercraft,Western Territory 01,Western,03/03/2015,Enabled,5.0,5,intersta2608westsaltlake,13,NotDupe,Low,Unique
342,Interstate Tire,6737 E. Washington Blvd,Commerce,California,419590040,Mastercraft,Western Territory 02,Western,10/17/2014,Enabled,25.0,6,intersta6737ewascommerce,0,Dupe,Medium,G
302,Interstate Tire,6737 E. Washington Blvd,Commerce,California,,Mastercraft,Western Territory 02,Western,10/02/2014,Enabled,5.0,2,intersta6737ewascommerce,14,NotDupe,Low,G
3379,Interstate Tire Distributor,9 N 41st Ave,Phoenix,Arizona,,Mastercraft,Western Territory 03,Western,01/30/2016,Enabled,770.0,49,intersta9n41stavphoenix,0,Dupe,High,G
